15,0,14,9,2,8,24,18,1,25,3,13,0,1,2,0,1,0,0,5,0,4,0,1,0,2,0,1,3,0,6,0,3,14,6,7,18,24,3,5,6,36,8,9,8,20,12,13,0,10,3,28,15,16,4,39,10,33,18,24,26,41,7,40,18,24,3,4,1,5,25,7,8,9,8,20,12,13,17,18,3,14,15,16,8,2,4,17,18,31,20,4,1
12,14,56,1,51,58,4,28,59,12,3,13,0,1,2,0,0,1,0,3,6,0,1,0,0,2,0,1,3,0,0,6,15,14,25,16,4,13,1,5,25,36,8,9,4,17,18,19,13,12,9,21,22,23,28,15,4,17,18,31,20,12,7,17,34,19,3,4,3,5,6,7,3,27,5,21,22,23,3,12,3,14,15,16,8,2,4,33,18,31,20,4,1
14,12,10,19,47,35,24,60,1,57,8,38,1,0,0,2,0,1,1,0,0,3,0,1,2,0,0,1,0,5,4,3,3,5,6,7,3,4,0,8,1,9,5,25,6,0,10,11,21,23,13,14,25,16,4,39,10,17,18,19,8,10,7,40,18,19,4,13,1,5,25,36,8,9,5,3,12,13,8,10,3,28,15,16,0,10,2,0,1,2,28,16,0
9,7,10,19,29,8,9,43,1,47,3,4,0,1,6,0,0,1,3,0,0,6,6,1,0,2,0,1,3,0,0,4,3,5,25,7,3,4,15,5,25,36,8,1,5,32,44,23,12,13,3,28,15,16,4,27,0,8,29,9,30,13,3,5,6,7,4,13,1,5,6,36,8,9,6,0,10,11,21,23,3,14,15,16,8,2,4,33,18,19,20,12,0
7,9,28,1,50,3,13,45,29,9,8,42,1,0,0,2,0,1,3,0,0,6,0,1,2,0,0,1,3,0,0,6,7,17,18,19,3,4,1,5,6,36,8,9,15,14,15,16,3,4,3,14,15,16,8,2,4,33,18,19,20,12,3,5,6,7,21,23,11,32,26,23,3,43,15,5,6,7,34,17,3,28,15,36,4,27,4,17,18,31,4,30,0
9,7,28,61,33,3,34,56,1,12,8,31,0,1,2,0,0,1,5,0,0,3,1,0,0,2,0,1,3,0,0,6,7,3,4,39,19,35,3,5,6,36,8,1,15,28,6,36,34,19,3,28,15,36,8,2,4,30,12,27,8,29,15,14,25,16,4,3,1,5,6,36,8,9,9,21,44,23,0,10,3,28,15,16,4,27,4,33,18,31,20,12,0
6,8,10,11,25,3,13,14,61,7,21,9,1,0,0,2,1,0,0,3,4,0,0,1,2,0,0,1,0,3,0,6,3,5,6,7,18,19,3,5,6,36,32,38,8,20,12,13,18,17,3,14,15,16,8,2,4,33,18,31,12,20,3,5,6,7,17,18,3,5,6,36,8,9,0,0,10,11,13,4,9,21,26,23,14,25,0,8,29,9,30,12,1
8,6,45,29,5,3,13,28,19,34,8,9,0,1,2,0,0,3,0,5,0,6,1,0,0,2,1,0,0,3,6,0,3,5,6,7,40,19,11,32,26,23,3,43,3,5,25,7,18,24,3,14,15,16,8,2,4,17,18,31,20,12,7,17,18,19,3,4,0,8,29,9,5,25,0,3,12,27,8,10,3,28,15,16,4,27,0,8,29,9,12,30,0
2,10,18,19,34,35,4,28,11,33,8,38,1,0,0,2,0,1,3,0,6,0,1,0,0,2,1,0,5,0,4,3,3,5,25,7,3,4,0,8,1,9,25,36,8,3,12,13,8,10,13,14,25,16,39,4,4,17,18,31,20,12,7,17,18,19,3,4,3,5,6,7,3,27,3,28,6,36,21,23,3,28,15,36,27,4,2,0,10,11,28,16,0
10,2,5,1,46,8,38,28,19,7,3,31,1,0,0,2,0,1,5,0,3,4,1,0,0,2,1,0,3,0,0,6,3,5,6,7,21,23,1,5,25,36,26,38,3,28,6,7,4,13,3,28,15,36,4,27,6,0,10,11,28,16,7,17,18,19,3,4,0,8,1,9,25,36,0,0,10,11,4,27,3,28,15,36,2,8,4,17,18,31,30,12,1
5,12,56,11,47,3,13,28,61,49,8,38,1,0,0,2,0,1,3,0,0,6,0,1,2,0,0,1,0,1,4,3,15,14,25,16,4,3,3,5,25,7,3,27,6,0,10,2,21,23,3,14,15,36,2,8,4,17,18,19,20,4,7,17,35,19,3,4,3,5,25,36,8,9,15,28,6,36,34,19,3,28,15,16,0,10,2,0,1,2,28,16,1
5,12,10,1,12,3,4,45,11,57,8,31,1,0,0,2,0,6,5,0,0,6,0,1,2,0,0,1,0,3,6,0,3,5,25,7,4,3,1,5,25,7,8,9,5,21,44,23,12,13,3,14,15,36,2,8,4,17,18,19,20,12,3,5,25,7,18,24,3,5,25,36,3,43,15,3,12,13,0,10,3,28,15,16,0,10,4,17,18,31,20,12,0
5,12,28,11,2,62,13,10,1,46,58,4,1,0,0,2,0,6,3,0,0,6,0,1,2,0,0,1,0,3,6,0,7,17,18,19,4,3,3,5,25,7,3,27,2,0,10,11,12,13,15,28,15,36,1,2,4,17,18,19,20,12,3,5,25,7,4,13,1,5,6,36,8,9,3,28,6,7,13,4,9,21,22,23,28,15,4,17,18,31,20,12,0
13,15,28,11,47,8,31,0,61,57,3,13,1,0,2,0,0,1,3,0,0,6,0,1,2,0,1,0,0,3,0,6,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,0
15,13,55,11,25,3,13,14,61,2,8,9,0,5,2,0,1,0,0,5,0,6,1,0,2,0,1,0,3,0,0,6,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,8,45,45,45,45,45,1
0,16,10,1,33,3,63,14,11,7,8,38,0,1,0,2,0,1,5,0,3,0,1,0,2,0,1,0,0,1,4,3,3,5,25,7,18,19,1,5,25,7,9,8,15,28,6,36,34,19,3,14,15,16,2,8,2,8,1,2,4,27,3,5,25,7,18,17,3,28,6,36,3,27,0,0,10,11,4,27,3,28,15,16,4,27,2,0,10,11,28,16,0
16,0,43,1,29,58,4,10,6,7,3,24,6,1,2,0,1,0,0,3,0,6,0,1,0,2,0,1,3,0,4,0,3,5,6,7,4,13,1,5,6,36,8,29,5,32,26,23,12,13,9,21,44,23,28,15,4,17,18,31,20,12,3,5,25,36,4,13,3,5,25,7,26,23,0,0,1,11,4,13,3,14,15,16,2,8,10,33,18,24,26,38,0
0,16,46,61,7,3,13,28,6,34,8,4,0,1,0,2,0,5,3,0,6,0,1,0,2,0,1,0,0,3,0,4,3,5,6,36,4,13,3,5,25,7,26,23,6,0,1,11,4,13,3,14,15,16,8,2,4,17,18,31,20,4,3,3,4,27,17,19,3,5,6,36,26,38,0,3,12,13,8,10,3,28,15,7,4,27,4,17,18,31,20,12,0
7,3,17,1,2,8,24,14,11,7,3,4,1,0,0,2,0,5,1,0,0,3,0,1,0,2,5,0,3,0,6,0,7,17,18,19,6,28,1,5,6,36,8,9,5,21,44,23,13,12,3,28,15,16,4,27,10,33,18,31,26,41,3,5,6,7,17,34,3,5,25,7,3,27,0,0,10,11,4,27,3,14,15,16,8,2,4,17,18,31,20,12,1
3,7,45,19,7,35,13,14,36,12,3,42,0,1,0,2,6,0,3,0,6,0,1,0,0,2,0,6,5,0,0,6,3,5,6,7,18,24,0,8,1,9,5,25,5,21,22,23,4,27,13,28,25,16,8,2,4,17,18,31,20,12,3,5,6,7,21,41,3,5,25,7,8,9,5,21,44,23,13,4,3,14,15,16,8,2,4,17,18,31,30,12,1
7,3,45,1,12,3,38,14,15,9,8,13,1,0,0,2,0,1,5,0,4,3,0,1,0,2,7,0,1,0,6,0,3,5,6,7,18,19,1,5,6,36,8,9,5,21,44,23,0,10,3,14,15,16,8,2,2,0,10,2,16,28,3,5,25,7,17,34,5,32,26,23,20,27,0,8,29,9,17,34,3,28,15,16,4,27,4,17,34,31,20,4,0
4,14,28,1,57,35,9,45,19,25,3,13,0,1,2,0,0,5,0,3,6,0,1,0,0,2,0,1,5,0,0,6,7,17,34,19,3,4,1,5,6,36,8,9,8,3,12,27,0,10,13,28,15,36,3,39,0,8,29,9,30,43,3,5,6,7,34,24,0,8,1,9,5,25,8,20,12,13,8,10,3,14,15,16,8,2,4,17,18,31,20,4,0
14,4,14,19,47,35,37,10,61,57,21,4,1,0,0,2,0,1,3,0,0,4,0,1,2,0,0,1,0,3,6,0,3,5,25,7,18,24,0,8,1,9,5,25,6,0,10,11,13,4,13,14,25,16,4,39,10,33,18,19,20,12,3,5,25,7,3,4,9,37,26,38,8,9,0,0,10,11,4,13,9,21,26,41,5,25,4,17,18,31,20,12,0
4,14,14,15,46,21,40,39,19,25,3,13,0,1,2,0,0,1,0,3,6,0,1,0,0,2,0,1,3,0,0,6,3,5,25,7,18,24,0,8,1,9,5,25,6,0,10,11,13,4,13,14,25,16,4,39,10,33,18,19,20,12,3,5,25,7,3,4,9,37,26,38,8,9,0,0,10,11,4,13,9,21,26,41,5,25,4,17,18,31,20,12,1
1,9,56,1,2,3,31,28,29,9,8,64,0,1,0,2,0,6,0,5,6,0,0,1,2,0,0,1,5,0,0,6,15,14,6,16,4,13,1,5,6,7,8,9,2,8,10,11,12,13,3,14,15,16,1,8,4,17,18,19,20,12,7,17,35,19,3,4,11,32,26,23,43,3,15,5,6,36,17,34,3,28,15,36,4,27,4,40,18,24,37,41,0
9,1,28,19,34,35,37,56,36,12,3,13,0,1,2,0,0,1,3,0,0,4,0,1,0,2,0,1,0,3,6,0,7,17,35,19,3,4,0,8,1,9,5,25,2,3,12,27,8,10,13,28,25,36,3,39,10,17,18,31,12,39,15,14,6,16,4,13,3,5,25,7,8,9,5,21,26,23,0,10,3,14,15,16,1,8,4,17,34,19,20,12,1
6,11,45,36,34,35,37,28,19,50,16,10,1,0,0,2,1,0,0,3,4,0,0,1,2,0,1,0,0,3,0,1,3,5,25,7,34,24,3,5,25,7,8,9,8,3,12,27,8,10,13,28,25,16,3,39,10,33,18,19,27,12,7,17,34,19,3,4,0,8,1,9,5,25,13,28,15,16,1,2,12,3,4,39,28,25,3,5,6,7,34,19,0
11,6,56,19,9,16,17,28,41,34,35,4,0,1,2,0,1,0,0,3,0,1,1,0,0,2,1,0,0,5,6,0,15,14,6,16,3,4,0,8,1,9,5,25,4,17,18,19,5,6,12,3,4,39,28,25,4,17,18,31,28,6,7,17,34,19,4,39,3,5,25,7,8,9,13,3,12,27,8,10,13,28,25,16,3,39,4,40,34,31,12,20,0
6,11,10,1,54,35,31,45,11,44,3,4,1,0,0,2,3,0,0,3,6,0,0,1,2,0,1,0,0,5,0,6,3,5,25,7,3,4,1,5,6,36,8,9,6,8,1,11,21,23,13,28,25,16,3,39,4,17,18,31,12,20,3,5,6,7,18,19,3,5,6,7,3,27,13,3,12,27,8,1,3,14,15,16,8,2,4,33,18,31,20,12,0
5,2,45,11,47,21,9,10,65,7,3,13,1,0,0,2,0,1,3,0,0,6,0,1,0,2,0,1,0,3,6,0,3,5,25,7,18,19,3,5,6,7,3,27,9,21,44,23,0,10,9,21,26,23,25,14,0,8,29,9,30,13,3,5,25,7,4,27,4,33,18,24,26,23,6,0,1,11,4,13,3,14,15,16,8,2,4,17,18,31,20,12,1
5,2,14,11,2,3,63,10,36,7,8,38,1,0,0,2,0,3,4,0,0,6,0,1,0,2,0,5,0,5,3,4,3,5,25,7,17,18,3,5,25,7,3,27,9,3,12,13,8,10,3,14,15,36,2,8,2,8,10,11,3,4,3,5,25,7,3,4,3,5,25,36,3,39,0,0,1,11,4,13,3,28,15,16,4,27,6,0,10,11,28,16,1
13,0,0,61,7,58,9,14,6,12,35,24,1,0,2,0,6,0,3,0,0,6,0,1,0,2,0,6,3,0,4,0,3,28,6,7,3,4,3,5,6,7,8,9,5,21,44,23,4,13,9,21,44,41,28,15,0,8,29,9,30,43,1,5,25,36,18,24,3,5,25,7,26,23,5,21,26,23,13,4,13,28,25,16,39,4,10,33,18,24,26,38,0
0,13,28,11,34,58,4,9,1,7,35,13,0,1,0,2,0,1,5,0,6,0,1,0,2,0,1,0,3,0,0,6,7,17,18,19,3,4,3,5,6,7,3,27,0,8,29,9,34,31,9,21,22,23,28,15,4,40,18,31,20,12,3,5,6,7,34,19,1,5,6,36,8,9,0,0,10,2,12,27,13,28,25,16,8,2,4,17,18,31,20,12,1
16,15,18,36,25,8,38,0,11,57,3,13,1,0,0,2,1,0,0,5,4,3,0,1,2,0,1,0,0,5,0,6,6,0,10,11,3,4,3,5,25,7,3,39,8,20,12,13,8,10,3,28,15,7,4,27,2,0,10,11,28,16,0,0,1,2,3,4,3,5,25,36,3,27,8,20,4,27,0,10,3,14,15,16,8,2,4,33,18,19,20,4,1
16,15,28,36,34,21,9,0,11,7,3,4,1,0,0,2,1,0,0,3,0,6,0,1,2,0,1,0,0,5,0,4,6,3,4,27,19,34,3,5,25,7,3,39,8,3,12,13,8,10,9,21,44,23,4,20,0,8,29,9,12,30,0,0,1,2,3,4,3,5,25,36,3,27,0,0,10,2,4,27,3,14,15,16,8,2,4,33,18,19,20,12,0
